corrected_name,Category
Датчик уровня маславтомобиласляный щуп,датчик
ДАТЧИК УРОВНЯ МОТОРНОГО МАСЛА,датчик
Датчик ускорения,датчик
Датчик давления воздуха впускного коллектора,датчик
Датчик давления в системе улавливания топливных паров,датчик
Задний датчик антиблокировочной системы (в сборе),датчик
"Датчик АБС, передний, правый",датчик
"Датчик подушки безопасности, передний правый",датчик
датчик температуры воздуха в впускном коллекторе,датчик
Датчик напряжения,датчик
"ЭБУ, ультразвуковой датчик",датчик
ДАТЧИК АБС (КОЛИЧЕСТВА ОБОРОТОВ КОЛЕСА),датчик
Датчик уровня масла в главном тормозном цилиндре,датчик
датчик скорости автомобиля,датчик
Датчик температуры двигателя,датчик
Датчик разности давлений,датчик
ДАТЧИК ОБОРОТОВ КОЛЕНВАЛА,датчик
датчик ABS передний лев,датчик
"ДАТЧИК, ТАХОГРАФ, КОРОБКА ПЕРЕДАЧ",датчик
"Датчик, внутренняя температура",датчик
ДатЧик Абсолютного Давления воздуха Впускного коллектора/Разъем,датчик
ДАТЧИК РАССТОЯНИЯ,датчик
"Левый датчик боковой подушки безопасности, №2 (в сборе)",датчик
Датчик ABS зад прав AB,датчик
Термодатчик конвертора,датчик
Датчик положения распредвала (в сборе),датчик
"Крышка датчика, серый perlgrau",датчик
Датчик уровня воды,датчик
"Передний датчик антиблокировочной системы, левый (в сборе)",датчик
"Датчик частоты вращения колеса, контроль давления в шинах",датчик
"ДАТЧИК, СКОРОСТИ, трансмиссии",датчик
ДАТЧИК ПАРКОВКИ / SENSOR,датчик
"ДАТЧИК, В СБОРЕ, ЗАМЕДЛЕНИЕ",датчик
ДАТЧИК ДАВЛЕНИЯ В,датчик
Датчик контроля давления топлива,датчик
Датчик HYUNDAIKIA  давления топлива,датчик
Датчик уровня наполнения П,датчик
Датчик вентиляция,датчик
Датчик абс передний,датчик
"ДАТЧИК СИСТЕМЫ КОНТРОЛЯ СЛЕПЫХ ЗОН В СБОРЕ, ЛЕВЫЙ",датчик
"Фильтр топливный, модуль подачи топлива, датчик уровня топлива",датчик
"ДАТЧИК, БОКОВОЙ ПОДУШКИ БЕЗОПАСНОСТИ, стороны ВОДИТЕЛЯ",датчик
Парковочный датчик с крепежом цвет - 8t7,датчик
Датчик тока свечи накаливания,датчик
"ДАТЧИКОТРАБОТАВШИЙ ГАЗ W/CLAMP, ",датчик
Датчик левой боковой подушки безопасности (в сборе),датчик
"Кислородный датчик, №2",датчик
Датчик положения педали акселератора,датчик
датчик пол. р/в,датчик
Датчик частиц,датчик
Датчик включения вентилятора-4-х контактн.,датчик
Датчик стука,датчик
Комбинированный датчик ускорения и угла рыскания,датчик
Датчик импульса зажигания,датчик
Датчик стоп-сигнала,датчик
ДАТЧИК ДАВЛЕНИЯ ВОЗДУХА В ШИНЕ,датчик
"Датчик импульсов; Датчик, частота вращения; Датчик импульсов, маховик; Датчик частоты вращения, управление двигателем",датчик
Датчик температуры воды (в сборе),датчик
Передний датчик температуры наружного воздуха,датчик
Датчик давления турбокомпрессора,датчик
Датчик запаса топлива,датчик
Датчик-радар с блок управления,датчик
ДАТЧИК ПАРКОВКИ (QX56),датчик
"Датчик, давление во впускном газопроводе, RENAULT LAGUNA",датчик
Датчик тормозных колодок,датчик
"ДАТЧИК, УКАЗАТЕЛЬ ТЕМПЕРАТУРЫ, ОХЛАЖДАЮЩАЯ ЖИДКОСТЬ ДВИГАТЕЛЯ",датчик
Датчик стоп - сигнала,датчик
ДАТЧИК  ABS,датчик
"Датчик, давление во впускной трубе",датчик
Датчик температуры наружного воздуха (в сборе),датчик
Правый датчик системы контроля слепой зоны,датчик
"Датчик, корректор угла наклона фар",датчик
Датчик температуры воздуха на впуске,датчик
"ПЛАТА, ВОЗБУДИТЕЛЬ, ДАТЧИК РЕГУЛИРОВКИ фары, ПЕРЕДНЯЯ ПОДВЕСКА",датчик
ИМПУЛЬСНЫЙ ДАТЧИК ABS FR LH,датчик
"ДАТЧИК, СИГНАЛ ПОМОЩИ ПРИ ПАРКОВКЕ",датчик
"Датчик, Впускной коллектор",датчик
"Датчик давления масла VERNET  Ford Mondeo 2.5i 16V 00-, Mazda Tribute 3.0i 00",датчик
Датчик включения передач КПП,датчик
Передний датчик защиты пешехода XJ,датчик
Датчик abs hyundai,датчик
Датчик в двери П передн,датчик
"Температурный датчик охлаждающей жидкости; Датчик, температура охлаждающей жидкости",датчик
Датчик MAP,датчик
"БАК, В СБОРЕ, ТОПЛИВНЫЙ, БЕЗ ТОПЛИВНОГО ДАТЧИКА",другая деталь
Датчик абсолютного давления воздуха,датчик
Датчик температуры воздуха meat&doria,датчик
Угловой датчик задний,датчик
"Датчик кислорода, до/после катализатора",датчик
ДАТЧИК КАЧЕСТВА ВО,датчик
ДАТЧИК ЗАДНЕГО ХОДА DA,датчик
ДАТЧИК БОКОВОЙ ПОДУШКИ БЕЗОПАСНОСТИ,датчик
Датчик заднего хода (в сборе),датчик
ДАТЧИК ПОЛОЖЕНИЯ РАСПРЕДЕЛИТЕЛЬНОГО ВАЛА,датчик
"Датчик АБС MEAT&DORIA  ABS sensor, rear left",датчик
Тормозной датчик,датчик
Датчик АБС HYUNDAIKIA  Датчик ABS,датчик
"ДАТЧИК, СОЛНЕЧНОГО ИЗЛУЧЕНИЯ, РЕГУЛЯТОР КОНДИЦИОНЕРА ВОЗДУХА",датчик
Датчик температуры охлаждающей жидкости двигателя,датчик
